,Company Name,tick,Optionable,Q1 Consensus Est. ,Q2 Consensus Est. (next fiscal Qtr),# of Analysts in Q2 Consensus,F1 Consensus Est.,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),Sales Growth F(0)/F(-1),Annual Sales ($mil),EBIT ($mil),Cost of Goods Sold ($mil),Net Income  ($mil),Cash Flow ($mil),Current Assets  ($mil),Industry,Sector,Market Cap (mil),Last Close,52 Week High,sales_growth_f1,fcf_margin
3838,Grupo Supervielle,SUPV,YES,,,,0.15,,,91.07,2356.31,3.242,616.71002,-34.535,-34.535,1974.50903,Banks - Foreign,Finance,216.49,2.37,3.1,,-0.014656390712597238
3839,Surface Oncology,SURF,YES,-0.37,-0.33,2.0,-1.36,15.0,,1016.49,30.0,-63.586,0.0,-63.586,-62.07501,129.13999,Medical - Products,Medical,38.65,0.6365,2.49,-0.6931471805599453,-2.0691669999999998
3840,"SurgePays, Inc.",SURG,YES,,,,,,,138.04,121.54,1.28999,108.07499,-0.681,0.42309,27.56399,Internet - Software,Computer and Technology,66.23,4.69,7.5,,0.0034810761889090013
3841,Service Properties Trust,SVC,YES,0.54,0.56,2.0,1.88,1888.42395,510.64999,24.57,1863.01,206.35899,1227.35705,-132.381,288.10198,45.41999,REIT and Equity Trust - Other,Finance,1517.17,9.17,11.31,0.013549133012341811,0.1546432815712208
3842,Silvercorp Metals,SVM,YES,0.06,0.06,2.0,0.21,209.3,64.09999,13.44,217.92,67.78199,133.62199,30.634,79.455,232.30799,Mining - Miscellaneous,Basic Materials,639.91,3.62,4.15,-0.040359393509193396,0.36460627753303965
3843,Savara,SVRA,YES,-0.07,-0.07,4.0,-0.28,,,,0.26,-38.06201,0.0,-38.15001,-37.57401,128.95399,Medical - Drugs,Medical,205.32,1.8,2.82,,-144.51542307692307
3844,,SVVC,YES,,,,,,,73.08,6.32,-64.145,1.40499,-64.145,-12.447,0.01446,Financial - SBIC & Commercial Industry,Finance,6.41,0.9299,3.3,,-1.9694620253164554
3847,SolarWinds,SWI,YES,0.17,0.19,2.0,0.73,725.61297,177.85299,0.1,719.37,-824.65302,95.983,-929.41303,1144.21496,307.393,Internet - Software,Computer and Technology,1397.71,8.54,12.57,0.0086409445292094,1.5905792012455342
3848,Latham Group,SWIM,YES,0.14,0.15,3.0,0.21,581.14697,179.645,10.35,695.74,29.474,479.26699,-5.694,45.823,255.007,Building Products - Miscellaneous,Construction,258.03,2.25,13.06,-0.17997234204800672,0.06586224739126685
3851,Southwestern Energy,SWN,YES,0.11,0.12,8.0,0.7,6575.00585,1571.03198,125.02,15002.0,2084.0,4392.0,1849.0,2664.0,1664.0,Oil and Gas - Exploration and Production - United States,Oils-Energy,5484.29,4.98,9.64,-0.824908057750172,0.1775763231569124
3853,SWVL HOLDINGS,SWVL,YES,,,,,,,121.49,38.35,-100.334,48.923,-141.41601,-96.88801,34.59199,Technology Services,Business Services,5.94,1.25,252.25,,-2.5264148631029983
3855,SunCoke Energy,SXC,YES,0.19,0.19,1.0,0.76,1455.09997,363.89999,35.47,1972.5,153.69999,1604.90002,100.69999,243.19999,374.0,Coal,Oils-Energy,689.35,8.23,10.31,-0.30422716757093626,0.12329530544993664
3858,SoYoung International,SY,YES,,,,,228.32,,-31.33,182.38,-2.57501,57.02199,-9.504,-3.221,277.91299,Medical Services,Medical,293.83,2.79,2.99,0.2246557312230069,-0.01766092773330409
3865,Sypris Solutions,SYPR,YES,,,,,,,13.02,110.12,-0.436,95.26799,-2.494,0.59399,79.97799,Electronics - Miscellaneous Services,Computer and Technology,47.72,2.15,2.45,,0.005394024700326916
3870,TransAlta,TAC,YES,0.07,0.37,1.0,0.7,2235.54003,,5.45,2289.12,473.05801,1432.25,38.45999,473.01599,2856.80908,Utility - Electric Power,Utilities,2369.45,8.82,11.74,-0.02368464119569704,0.20663660708045015
3871,TransAct Technologies,TACT,YES,0.05,0.03,1.0,0.13,69.9,18.0,47.61,58.14,-7.693,33.727,-5.936,-4.60401,36.125,Computer - Peripheral Equipment,Computer and Technology,60.81,6.12,7.65,0.18421175410903473,-0.07918833849329204
3874,TAL Education Group,TAL,YES,,,,0.01,,,-2.33,4390.91,-770.25898,2203.33593,-1136.115,-771.42402,3629.37597,Schools,Consumer Discretionary,,6.19,10.08,,-0.1756865934396287
3875,Talkspace,TALK,YES,-0.07,-0.07,2.0,-0.25,127.3,30.6,5.19,119.57,-79.418,59.229,-79.672,-67.335,152.557,Medical Info Systems,Medical,129.76,0.8,1.92,0.0626445316318723,-0.5631429288283014
3877,Taoping,TAOP,YES,,,,,,,124.59,24.85,-8.992,15.503,-9.92501,-1.7742,21.068,Internet - Services,Computer and Technology,10.76,0.69,1.5,,-0.0713963782696177
3879,Protara Therapeutics,TARA,YES,-1.04,-0.78,2.0,-3.98,,,,,-65.95201,0.0,-65.95201,-4.167,86.146,Medical - Drugs,Medical,39.69,3.51,4.49,,
3883,Carrols Restaurant Group,TAST,YES,-0.04,-0.02,1.0,-0.25,1823.93994,466.17001,4.72,1730.44,-45.52001,1393.99902,-75.572,44.618,68.276,Retail - Restaurants,Retail-Wholesale,205.55,3.65,3.65,0.05262325204636033,0.025784193615496637
3887,Taboola.com,TBLA,YES,-0.01,0.0,1.0,0.02,1444.36694,341.20001,1.65,1401.15,-13.665,936.89697,-11.97501,184.61199,593.90802,Computers - IT Services,Computer and Technology,700.75,2.37,4.7,0.03037779375782587,0.13175747778610425
3892,Tricida,TCDAQ,YES,,,,,,,,,-158.96401,0.0,-176.566,-165.71601,145.53599,Medical - Drugs,Medical,0.55,0.0095,13.6,,
3894,Tricon Residential Inc.,TCN,YES,0.12,0.13,2.0,0.51,529.74102,,46.14,645.59,1148.526,209.089,808.94097,789.44299,266.807,Real Estate - Operations,Finance,2198.82,8.06,15.87,-0.1977763817560478,1.2228240679068758
3898,TCR2 Therapeutics,TCRR,YES,-0.64,-0.64,4.0,-2.69,,,,,-151.56101,0.0,-151.82201,-148.77601,177.621,Medical - Drugs,Medical,67.89,1.73,3.75,,
3899,Alaunos Therapeutics,TCRT,YES,-0.04,-0.04,2.0,-0.16,,,634.17,2.92,-34.57601,0.0,-37.73,-33.99001,53.79899,Medical - Drugs,Medical,122.72,0.51,3.69,,-11.640414383561643
3900,The Container Store,TCS,YES,,,,0.56,1058.82995,,10.51,1094.12,125.454,457.88198,81.718,117.14299,260.41101,Consumer Products - Discretionary,Consumer Discretionary,165.56,3.27,8.23,-0.032785909487809135,0.10706594340657333
3904,TDCX,TDCX,YES,0.13,0.14,1.0,0.56,538.41998,126.88999,20.25,493.92,107.038,0.0,78.04299,122.068,438.25799,Technology Services,Business Services,1034.3,7.24,14.63,0.086265326843535,0.24714123744735988
3908,ThredUp,TDUP,YES,-0.23,-0.19,7.0,-0.74,315.11499,78.997,14.53,288.38,-91.44401,96.041,-92.284,-71.778,134.195,Consumer Products - Staples,Consumer Staples,286.54,2.82,8.09,0.0886585649525086,-0.24890075594701438
3914,Telefonica,TEF,YES,0.06,0.07,1.0,0.26,42106.39453,10490.12011,-9.31,42143.95,6311.06396,13634.63964,2118.79003,2240.13208,23799.76953,Diversified Communication Services,Utilities,25526.55,4.42,5.32,-0.0008915209236700718,0.05315429806650777
3917,Tellurian,TELL,YES,-0.07,-0.04,3.0,-0.34,247.473,55.73899,449.88,391.93,-35.95001,131.66299,-49.81001,-3.02901,574.29101,Oil and Gas - Refining and Marketing,Oils-Energy,766.39,1.36,5.28,-0.4597817672673071,-0.007728446406246013
3919,Telecom Argentina Stet  France Telecom,TEO,YES,-0.3,0.03,1.0,-0.75,3798.531,1123.09997,28.28,5739.39,-2016.53797,265.958,-1600.31397,1608.61694,869.94598,Wireline Non-US,Utilities,,5.01,6.7,-0.4127385198631586,0.28027663915503215
3922,Teva Pharmaceutical Industries,TEVA,YES,0.56,0.59,6.0,2.4,15010.61523,3670.79394,-6.0,14925.0,-3065.0,7952.0,-2353.0,4119.88281,12051.0,Medical - Generic Drugs,Medical,9276.01,8.35,11.37,0.005719973534714028,0.2760390492462312
3932,Tredegar,TG,YES,,,,,,,13.57,938.56,37.75999,799.02398,28.45499,67.88099,242.58399,Chemical - Plastic,Basic Materials,306.15,9.0,12.63,,0.07232461430276167
3933,Taseko Mines Limited,TGB,YES,0.05,,,0.1,407.73999,,-12.86,301.22,20.05299,219.524,-19.977,36.708,185.27799,Mining - Miscellaneous,Basic Materials,478.65,1.66,2.12,0.302788797059857,0.1218644180333311
3943,TH International Limited,THCH,YES,,,,,,,,146.59,-105.83201,52.64599,-107.673,-66.229,115.527,Retail - Restaurants,Retail-Wholesale,184.57,4.28,10.15,,-0.4517975305273211
3950,Thorne Healthtech,THRN,YES,,,,0.38,,,23.47,228.73,7.82329,113.79699,15.67399,22.617,116.621,Medical Services,Medical,244.19,4.56,6.84,,0.09888077646132996
3954,Trean Insurance Group,TIG,YES,0.09,0.11,1.0,0.53,310.24398,75.51799,39.3,303.24,-61.61101,203.87699,-65.95501,91.78099,687.445,Insurance - Multi line,Finance,315.63,6.16,7.3,0.022834449001670875,0.30266782086795935
3956,UP Fintech Holding Limited,TIGR,YES,,,,,,,-14.79,225.37,20.701,15.60799,-2.18601,12.675,3738.5791,Financial - Investment Bank,Finance,472.68,3.07,5.61,,0.05624084838265963
3958,Interface,TILE,YES,0.29,0.28,1.0,1.0,1273.40002,346.6,8.12,1297.92,71.846,860.18597,19.55999,127.262,617.03698,Textile - Home Furnishing,Consumer Discretionary,454.15,7.82,14.96,-0.019072478793745438,0.09805072731755424
3962,Team,TISI,YES,,,,,,,-3.93,840.21,-61.72901,638.59698,70.079,-27.72801,347.553,Building Products - Maintenance Service,Business Services,23.05,5.29,17.2,,-0.03300128539293748
3966,Teekay,TK,YES,,,,,,,74.38,1190.18,249.63299,798.117,78.40699,163.64199,823.60498,Transportation - Shipping,Transportation,567.3,5.77,6.41,,0.13749347997781847
3967,Takung Art Co.,TKAT,YES,,,,,,,2736.67,3.4,-10.353,0.78299,-10.931,-10.608,67.69,Financial - Investment Bank,Finance,21.04,0.6013,2.59,,-3.12
3968,Turkcell Iletisim Hizmetleri,TKC,YES,,,,1.11,,,-20.62,3302.05,1299.63903,2251.46508,676.45501,1245.927,2864.56689,Wireless Non-US ,Computer and Technology,,4.94,5.42,,0.3773192410775124
3971,Tilray Brands,TLRY,YES,-0.04,-0.04,5.0,-0.3,599.35601,154.20399,22.47,628.37,-412.73002,511.55499,-476.801,19.27,803.50299,Consumer Products - Staples,Consumer Staples,1421.42,2.3,5.3,-0.047273402816397456,0.030666645447745753
3972,Telos,TLS,YES,-0.11,-0.12,3.0,-0.47,128.04299,31.72999,-10.54,216.89,-52.5,137.84399,-53.42801,18.53899,167.96299,Computers - IT Services,Computer and Technology,144.43,2.06,11.78,-0.5270242456680331,0.08547646272303933
3975,Tilly's,TLYS,YES,-0.33,-0.02,4.0,-0.11,649.14801,126.80999,-13.33,672.28,13.16699,469.53201,9.677,24.224,202.39799,Retail - Apparel and Shoes,Retail-Wholesale,218.7,7.32,9.88,-0.035014171154056195,0.03603260546200988
3977,The Metals Company,TMC,YES,-0.06,-0.06,1.0,-0.2,,,,,-171.99801,0.0,-170.96401,-171.088,49.602,Mining - Miscellaneous,Basic Materials,250.06,0.8999,1.91,,
3980,Tencent Music Entertainment Group,TME,YES,0.13,0.14,2.0,0.55,4410.37988,1122.76,-16.19,4109.0,650.0,2837.0,534.0,688.0,3851.0,Internet - Content,Computer and Technology,12933.44,7.63,9.18,0.07078113643716354,0.16743733268435143
3984,"Tempo Automation Holdings, Inc.",TMPO,YES,-0.18,-0.14,2.0,-0.64,21.0,4.5,-30.6,12.05,-136.756,10.736,-144.851,7.229,13.30099,Internet - Software,Computer and Technology,6.79,0.7,10.61,0.5554577777867589,0.5999170124481328
3985,Trilogy Metals,TMQ,YES,-0.01,-0.01,1.0,-0.04,,,,,-24.257,0.0,-24.257,-15.315,2.91,Mining - Miscellaneous,Basic Materials,84.77,0.57,1.13,,
3996,Toro Corp.,TORO,YES,,,,,,,,,,,,,,Transportation - Shipping,Transportation,32.74,3.46,4.94,,
3998,Tuniu,TOUR,YES,,,,,,,-60.21,26.62,-28.866,13.63799,-28.036,-19.4,173.979,Internet - Content,Computer and Technology,225.81,1.74,2.86,,-0.7287753568745303
4001,Tutor Perini,TPC,YES,0.1,0.15,1.0,0.45,3834.30004,919.79998,-18.33,3790.75,-198.032,3761.14306,-210.00901,-145.64501,3678.77099,Building Products - Heavy Construction,Construction,261.29,5.06,10.48,0.011423010556881568,-0.03842115940117392
4013,Tabula Rasa Healthcare,TRHC,YES,-0.13,-0.12,3.0,-0.46,351.26501,86.34999,-9.58,299.52,-67.91101,232.60299,-147.51,22.85,170.25999,Medical Info Systems,Medical,143.76,5.35,6.51,0.15935975954178105,0.07628872863247864
4015,Trinity Biotech,TRIB,YES,-0.05,-0.03,1.0,-0.19,80.5,19.5,-19.56,74.78,-16.449,52.73099,-41.009,-32.83001,46.66799,Medical - Products,Medical,42.68,1.12,1.44,0.07370671487555008,-0.4390212623696176
4018,Triterras,TRIRF,YES,,,,,,,2.21,56.7,35.199,21.172,33.42399,36.94599,122.94799,Financial Transaction Services,Business Services,,0.18,1.85,,0.6516047619047619
4022,Tremor International,TRMR,YES,0.2,0.29,2.0,1.09,400.04998,94.69999,-1.96,335.25,47.03599,60.74499,22.73699,134.51199,461.50201,Advertising and Marketing,Business Services,389.78,5.48,13.28,0.17671296714059304,0.401228903803132
4025,TROOPS,TROO,YES,,,,,,,-14.21,3.68,-8.436,3.32299,-8.41301,-6.279,6.208,Diversified Operations,Conglomerates,450.08,4.43,4.49,,-1.7062499999999998
4032,TPG RE Finance Trust,TRTX,YES,0.25,0.25,2.0,1.05,134.695,33.90999,27.0,305.71,-59.536,0.0,-60.06601,-69.199,5497.19921,Real Estate - Operations,Finance,569.52,7.37,11.32,-0.8196239769682306,-0.22635504236040693
4034,TrueCar,TRUE,YES,-0.12,-0.09,1.0,-0.42,182.58999,44.08,-30.29,161.52,-121.24501,16.21299,-118.685,36.52799,197.835,Internet - Services,Computer and Technology,229.72,2.59,3.8,0.122614173376546,0.22615149826646855
4037,Trivago,TRVG,YES,0.05,0.06,2.0,0.17,640.33099,168.49,31.82,563.78,-126.63801,13.371,-134.03701,-109.72201,372.13598,Internet - Services,Computer and Technology,492.17,1.44,2.16,0.12732111006281302,-0.19461848593422967
4040,TRX Gold Corporation,TRX,YES,0.01,0.01,1.0,0.04,42.79999,12.39999,,15.09,-1.872,5.715,-6.21601,-6.094,15.852,Mining - Gold,Basic Materials,145.73,0.5263,0.57,1.0425055961631065,-0.403843605036448
4042,Telesat,TSAT,YES,,,,,,,-3.47,583.95,147.354,199.214,-17.99601,138.716,1375.55102,Satellite and Communication,Computer and Technology,114.1,8.91,17.65,,0.23754773525130576
4047,Taysha Gene Therapies,TSHA,YES,-0.42,-0.34,3.0,-1.08,33.59999,,,2.5,-162.21601,0.0,-166.01401,-128.422,96.41699,Medical - Generic Drugs,Medical,45.37,0.707,4.98,2.5982350374759116,-51.3688
4052,TuSimple,TSP,YES,-0.52,-0.49,3.0,-2.12,43.915,13.8,239.72,6.26,-732.67298,12.369,-732.67298,-723.22303,1353.18005,Technology Services,Business Services,294.08,1.31,11.22,1.9480757622570735,-115.53083546325878
4053,Townsquare Media,TSQ,YES,0.51,0.5,1.0,1.5,467.30999,122.15,10.8,463.08,53.65399,324.93099,12.33699,75.661,120.688,Broadcast Radio and Television,Consumer Discretionary,160.29,9.25,11.76,0.009093002270025071,0.1633864559039475
4057,Tattooed Chef,TTCF,YES,-0.22,-0.19,2.0,-0.81,241.75,55.2,43.73,213.43,-39.258,190.85699,-86.95801,-37.79801,180.751,Consumer Products - Staples,Consumer Staples,131.94,1.6,9.57,0.12459522427792696,-0.1770979243780162
4063,Tetra Technologies,TTI,YES,0.08,0.06,1.0,0.24,632.09997,164.3,42.48,553.21,26.999,432.10198,7.839,55.519,238.44799,Oil and Gas - Field Services,Oils-Energy,389.36,3.01,5.73,0.13330988574520983,0.10035791110066701
4066,T2 Biosystems,TTOO,YES,,,,,,,-20.5,22.31,-55.919,21.10099,-62.003,-60.04601,19.35899,Medical - Instruments,Medical,7.36,0.363,21.7,,-2.691439264903631
4067,Tile Shop,TTSH,YES,,,,,,,6.47,394.7,22.60899,135.76499,15.703,41.27199,146.40299,Building Products - Retail,Retail-Wholesale,197.62,4.43,6.23,,0.10456546744362809
4070,Tuesday Morning,TUEMQ,YES,,,,,,,8.54,749.81,-51.753,557.98797,-59.003,-37.174,163.783,Consumer Products - Staples,Consumer Staples,0.06,0.01,30.03,,-0.04957789306624345
4071,Tupperware Brands,TUP,YES,0.08,0.1,1.0,0.36,1151.19995,288.29998,-18.52,1305.6,57.29999,469.20001,-14.2,22.5,431.0,Consumer Products - Staples,Consumer Staples,58.71,1.32,18.77,-0.12585787206962495,0.017233455882352942
4073,Harris & Harris Group,TURN,YES,,,,,,,-89.75,0.29,,,-45.031,-2.583,,Engineering - R and D Services,Construction,,4.865,6.6,,-8.90689655172414
4074,Mammoth Energy Services,TUSK,YES,,,,,,,58.14,362.09,24.49399,278.587,-0.61901,64.429,496.69198,Oil and Gas - Field Services,Oils-Energy,196.35,4.15,8.65,,0.1779364246458063
4075,Tuya,TUYA,YES,,,,-0.08,203.42999,,-31.09,208.17,-174.93401,118.749,-146.17501,-77.156,1023.36602,Internet - Software,Computer and Technology,1122.8,1.95,3.17,-0.023033137372665997,-0.3706393812749196
4076,Grupo Televisa,TV,YES,0.13,0.09,1.0,0.14,4142.76611,1050.05004,-26.42,3757.15,-95.16101,2425.73803,2144.61499,420.27301,4052.22509,Broadcast Radio and Television,Consumer Discretionary,2751.06,4.87,10.62,0.09770301597418213,0.11185952384120942
4080,Twin Disc,TWIN,YES,,,,,,,11.13,242.91,12.357,174.10099,8.095,17.642,204.45199,Manufacturing - General Industrial ,Industrial Products,126.41,9.15,15.9,,0.07262772220163846
4081,Turing Holding,TWKS,YES,0.09,0.13,4.0,0.4,1286.828,312.117,21.15,1296.24,-52.107,950.30499,-105.393,174.35699,556.69,Technology Services,Business Services,2025.08,6.39,20.48,-0.0072874904214358695,0.1345098052829723
4085,2U,TWOU,YES,0.02,0.1,5.0,0.24,990.02001,243.009,1.84,963.08,-260.82001,147.79699,-322.15101,117.12999,322.307,Internet - Software,Computer and Technology,406.12,5.05,12.81,0.027588672969957526,0.1216202080824023
4089,TherapeuticsMD,TXMD,YES,,,,0.19,,,-19.54,69.96,1.074,1.39699,111.997,-121.04101,55.351,Medical - Drugs,Medical,37.22,3.74,12.21,,-1.7301459405374502
4095,Travelzoo,TZOO,YES,0.15,0.06,1.0,0.62,80.55,21.03,11.72,70.6,9.958,10.003,6.63399,8.88199,35.59099,Internet - Commerce,Retail-Wholesale,91.2,5.81,8.04,0.13184796512378702,0.125807223796034
4097,Under Armour,UA,YES,,,,,,,27.01,5683.47,110.16799,753.27197,109.65699,397.54598,3157.71801,Textile - Apparel,Consumer Discretionary,3557.58,8.02,15.11,,0.06994775726800703
4098,Under Armour,UAA,YES,0.07,0.26,8.0,0.62,6127.21484,1398.27099,27.01,5683.47,110.16799,753.27197,109.65699,396.89498,3157.71801,Textile - Apparel,Consumer Discretionary,3921.32,8.84,16.37,0.07517833590440363,0.06983321456786082
4100,United States Antimony,UAMY,YES,,,,,,,47.98,7.75,-0.05494,6.90899,-0.06047,0.8878,23.569,Mining - Non Ferrous,Basic Materials,39.63,0.373,0.51,,0.11455483870967742
4102,AGEAGLE AERIAL SYSTEMS,UAVS,YES,,,,,,,95.62,19.09,-58.19401,10.876,-58.25401,-12.58101,14.463,Agriculture - Operations,Consumer Staples,35.26,0.3872,0.94,,-0.6590366684127815
4105,United Security Bancshares,UBFO,YES,,,,,,,24.27,51.1,22.43899,2.815,15.68599,16.971,1017.08001,Banks - West,Finance,104.45,6.11,8.32,,0.33211350293542075
4111,Udemy,UDMY,YES,-0.07,-0.03,6.0,-0.26,720.609,172.673,21.41,629.1,-155.88601,275.32,-153.875,-14.82101,615.01397,Internet - Software,Computer and Technology,1302.43,8.96,16.56,0.13580646125202123,-0.023559068510570654
4114,Uranium Energy,UEC,YES,-0.02,-0.02,1.0,-0.02,113.94999,,,23.16,6.76599,15.868,5.242,7.156,102.191,Mining - Miscellaneous,Basic Materials,979.77,2.61,5.13,1.5933330152291065,0.3089810017271157
4117,Unifi,UFI,YES,-0.13,0.06,1.0,-2.67,655.66998,181.91,22.19,815.76,29.913,735.27301,15.17099,40.49,352.26599,Textile - Products,Industrial Products,133.22,7.38,17.26,-0.2184626109670062,0.04963469647935668
4121,Ultrapar Participacoes,UGP,YES,,,,0.26,,,26.34,27819.31,785.57397,26396.71093,348.82299,587.117,3595.96289,Oil and Gas - Production and Pipelines,Oils-Energy,3167.09,2.84,3.04,,0.021104657160799456
4122,urbangro,UGRO,YES,-0.2,-0.12,2.0,-0.63,107.57499,21.04,7.92,67.03,-15.54501,52.824,-15.278,-13.79501,34.55799,Manufacturing - Farm Equipment,Industrial Products,21.33,1.95,7.74,0.4730479053963916,-0.2058035208115769
4127,United Insurance,UIHC,YES,,,,,,,-28.23,455.42,-434.86802,793.73602,-469.85502,-395.23099,2004.11596,Insurance - Property and Casualty,Finance,116.84,2.7,3.48,,-0.8678384568090993
4128,Unisys,UIS,YES,,,,,,,-3.63,1979.9,-30.20001,1450.30004,-106.0,258.29998,930.40002,Computers - IT Services,Computer and Technology,228.4,3.36,18.86,,0.13046112429920703
4130,Ultralife,ULBI,YES,,,,,,,34.17,131.84,0.50499,102.44,-0.11901,5.477,78.98799,Electronics - Miscellaneous Components,Computer and Technology,65.51,4.06,5.75,,0.04154277912621359
4131,Frontier Group,ULCC,YES,0.31,0.45,4.0,1.21,4003.22192,998.695,61.46,3326.0,-24.0,2284.0,-37.0,29.0,1020.0,Transportation - Airline,Transportation,2071.57,9.5,14.61,0.1853291361242323,0.008719182200841852
4134,United Microelectronics,UMC,YES,0.17,0.22,1.0,0.77,7835.43994,1807.41003,17.93,9078.0,3616.77905,5123.52001,2921.14306,4180.20019,8454.42968,Electronics - Semiconductors,Computer and Technology,20197.89,8.09,9.05,-0.147196879196422,0.460475896673276
4139,Uniti Group,UNIT,YES,0.34,0.32,2.0,1.38,1157.93701,289.64001,2.57,1128.85,348.97399,0.0,-8.275,543.15997,155.029,REIT and Equity Trust - Other,Finance,773.02,3.24,13.36,0.02544056675997053,0.4811622181866502
4144,Radio One,UONE,YES,,,,,,,17.3,441.46,119.94599,119.092,38.352,106.427,313.27398,Broadcast Radio and Television,Consumer Discretionary,378.81,7.83,13.0,,0.24107959951071448
4145,Radio One,UONEK,YES,,,,,,,17.3,441.46,119.94599,119.092,38.352,106.427,313.27398,Broadcast Radio and Television,Consumer Discretionary,268.02,5.54,6.88,,0.24107959951071448
4146,Wheels Up Experience,UP,YES,-0.23,-0.21,1.0,-0.99,1566.18298,402.083,32.28,1579.76,-547.862,1540.32495,-555.15998,-131.63801,819.61901,Aerospace - Defense,Aerospace,119.1,0.4739,3.28,-0.00863150055804963,-0.0833278535980149
4148,UpHealth,UPH,YES,-0.52,-0.44,2.0,-1.9,133.365,33.025,28.28,158.8,-205.81901,88.648,-223.0,23.111,43.32199,Medical Services,Medical,28.37,1.69,9.65,-0.17455581857182334,0.1455352644836272
4149,Upland Software,UPLD,YES,0.29,0.29,4.0,1.14,298.61099,74.47599,5.06,317.3,-41.009,103.74099,-68.41301,142.498,321.29501,Internet - Software,Computer and Technology,119.22,3.7,15.76,-0.0607060090709286,0.4490954932240781
4153,"Upexi, Inc.",UPXI,YES,,,,,,,85.04,44.58,-2.349,19.39599,-2.10101,0.68744,17.062,Technology Services,Business Services,76.87,4.28,6.08,,0.015420367877972187
4157,Uranium Royalty,UROY,YES,,,,-0.07,0.6,,,,-4.56401,0.0,-3.393,-3.39141,106.83499,Alternative Energy - Other,Oils-Energy,184.4,1.85,3.9,,
4159,Universal Stainless & Alloy Products,USAP,YES,,,,0.06,247.0,,29.62,202.11,-6.30901,187.927,-8.073,12.70499,197.56399,Steel - Producers,Basic Materials,78.06,8.62,9.73,0.20057623298729896,0.06286175844836969
4160,US Gold Corp,USAU,YES,,,,-0.93,,,,,-13.931,0.0,-13.931,-13.32601,9.899,Mining - Gold,Basic Materials,39.68,4.71,7.07,,
4162,USD Partners,USDP,YES,0.03,0.15,1.0,0.29,102.04,23.32999,-8.55,111.65,-49.32301,41.66699,-61.286,102.75099,13.29199,Transportation - Rail,Transportation,120.52,3.57,6.79,-0.09000408501255625,0.9202954769368562
4164,Usio,USIO,YES,-0.02,-0.01,1.0,0.17,81.9,19.78,12.09,69.43,-5.19891,54.83499,-5.483,-2.72691,87.41,Financial Transaction Services,Business Services,46.19,1.75,2.96,0.16517994009384163,-0.03927567334005473
4169,U.S. Xpress Enterprises,USX,YES,-0.13,-0.06,3.0,-0.54,2077.406,515.78302,10.91,2161.17,-37.688,0.0,-43.988,50.60599,337.40301,Transportation - Services,Transportation,309.36,6.01,6.01,-0.039529741681235644,0.023416015399066244
